Date,Inlet flow,Inlet pressure,Inlet temp,Comp speed,HPS Outlet Flow,Outlet Pressure,Outlet Temp,Governor valve V1,Governor valve V2
6/2/2019 16:34,255.7705761,82.59464513,473.0820318,4371.10875,154.2435677,41.34725143,398.0186495,65.32577655,90.23437701
6/2/2019 16:39,254.7616415,82.73343041,473.0325378,4371.15371,154.5469935,41.47341134,397.7331437,65.61090034,87.13727734
6/2/2019 16:44,257.4722139,82.56630547,473.0136359,4369.969727,155.915716,41.67972578,398.8761422,65.51129687,87.37532855
6/2/2019 16:49,256.0206355,82.56854373,472.9444453,4369.642453,153.4462527,41.41685749,398.1012159,65.21010665,89.17888661
6/2/2019 16:54,253.0873323,82.70736515,472.9817779,4370.955084,152.839047,41.27872029,397.0926734,65.36410398,89.06911059
6/2/2019 16:59,253.6877184,82.66832381,473.0501923,4370.15814,152.529331,41.56824193,397.9975635,65.51898198,88.64441532
6/2/2019 17:04,255.3223162,82.61861846,473.0083059,4370.833986,152.9902976,41.59580752,398.3429187,65.49101439,89.85192361
6/2/2019 17:09,255.5256946,82.64381708,472.9087443,4372.309474,153.4266925,41.45376197,397.8831283,65.4357212,89.10932683
6/2/2019 17:14,256.7506659,82.67906021,472.8079736,4369.858786,154.8946309,41.53224225,398.0112373,65.60223558,88.53657111
6/2/2019 17:19,257.2550182,82.57274987,472.6748379,4371.515508,154.45652,41.5772131,398.3235541,65.41508251,88.16477994
6/2/2019 17:24,255.6092076,82.60745443,472.6622719,4373.783829,154.4705242,41.46565883,397.8957848,65.19045987,87.52715203
6/2/2019 17:29,253.0133155,82.74326687,472.8323308,4378.226279,152.8167955,41.32481621,397.0563469,65.45793103,89.19670514
6/2/2019 17:34,255.1049849,82.62866778,472.9883567,4378.154853,152.9609002,41.54456373,397.9486958,65.54972463,88.58643135
